star_name,n_spectra,n_single,n_echelle_orders,ra_deg,dec_deg,mjd_min,mjd_max,median_snr,amateur_frac,time_span_days,split
CL* NGC 2004 KWBBE 44,2,2,0,82.6877,-67.2406,52967.30898208912,52971.3335078588,159.31400129218042,1.0,4.0,test
CL* NGC 2004 KWBBE 579,2,2,0,82.615,-67.2167,52967.30898208912,52971.3335078588,44.27836558734464,1.0,4.0,train
CL* NGC 2004 KWBBE 622,2,2,0,82.6509,-67.2244,52967.30898208912,52971.3335078588,43.440035354147824,1.0,4.0,train
CL* NGC 2004 KWBBE 624,2,2,0,82.6543,-67.3507,52967.30898208912,52971.3335078588,45.87789702560478,1.0,4.0,train
CL* NGC 2004 KWBBE 874,2,2,0,82.4827,-67.3206,52967.30898208912,52971.3335078588,41.30573713849144,1.0,4.0,train
CL* NGC 2004 MHFBE 103914,2,2,0,81.8134,-67.2361,52967.30898208912,52971.3335078588,133.2281313773635,1.0,4.0,train
CL* NGC 2004 MHFBE 107771,2,2,0,82.1444,-67.2233,52967.30898208912,52971.3335078588,63.54588822507267,1.0,4.0,train
CL* NGC 2004 MHFBE 108272,2,2,0,82.1338,-67.2232,52967.30898208912,52971.3335078588,79.18986596135831,1.0,4.0,test
CL* NGC 2004 MHFBE 110827,2,2,0,81.8691,-67.2158,52967.30898208912,52971.3335078588,130.82263948362345,1.0,4.0,test
CL* NGC 2004 MHFBE 116297,2,2,0,82.0251,-67.1965,52967.30898208912,52971.3335078588,92.83123680500432,1.0,4.0,validation
CL* NGC 2004 MHFBE 118313,2,2,0,81.7331,-67.1909,52967.30898208912,52971.3335078588,91.21859431318668,1.0,4.0,train
CL* NGC 2004 MHFBE 118784,2,2,0,82.1148,-67.1912,52967.30898208912,52971.3335078588,173.69161470681433,1.0,4.0,train
CL* NGC 2004 MHFBE 55920,2,2,0,81.926,-67.3935,52967.30898208912,52971.3335078588,63.93290244734225,1.0,4.0,train
CL* NGC 2004 MHFBE 73013,2,2,0,82.2333,-67.3374,52967.30898208912,52971.3335078588,83.9873446253304,1.0,4.0,train
CL* NGC 2004 MHFBE 77796,2,2,0,82.3067,-67.3219,52967.30898208912,52971.3335078588,102.11113723332899,1.0,4.0,train
CL* NGC 2004 ROB B3,2,2,0,82.6649,-67.2804,52967.30898208912,52971.3335078588,79.10426615344744,1.0,4.0,test
CL* NGC 2004 ROB C5,2,2,0,82.6332,-67.2778,52967.30898208912,52971.3335078588,80.64922938336328,1.0,4.0,train
CL* NGC 663 PUM II 222,1,1,0,26.8616092,61.1455364,55424.03941550926,55424.03941550926,219.7818501507118,1.0,0.0,train
CL* NGC 663 SAN 17,1,1,0,26.64835,61.22752,55423.082280092596,55423.082280092596,92.03984369131312,1.0,0.0,test
CL* NGC 6913 SAND 151,1,1,0,306.009429,38.660581,58700.019895833335,58700.019895833335,264.14340858635103,1.0,0.0,test
CL* NGC 7235 HOAG 9,1,1,0,333.08238,57.26828,58341.94180555556,58341.94180555556,791.230061617826,1.0,0.0,validation
CL* NGC 884 LAV 2224,1,1,0,35.69588,56.96825,57071.785966435185,57071.785966435185,1389.6668437393105,1.0,0.0,train
CL* RUPRECHT 55 DE 32,1,1,0,123.0525021,-32.4708839,56686.50274305556,56686.50274305556,192.21291526959246,1.0,0.0,train
CO CIR,174,0,174,222.18562977,-66.59356169,60011.396527777775,60923.07423032408,372.3208303302107,1.0,911.7,test
CP CIR,116,0,116,222.64232904,-66.25935078,60040.332083333335,60849.29891203704,174.2694909174399,1.0,809.0,test
CPD60 1829,1,1,0,154.4674171,-61.5881,56406.53743055555,56406.53743055555,123.13736847668679,1.0,0.0,train
CPD63 2495,3,3,0,195.698583333,-63.83575,49361.81235328704,49365.69139112847,0.9824255991205237,0.0,3.9,validation
CQ UMA,352,69,283,205.08910713,57.2076046,54849.08074074074,60765.84107638889,140.7515238618022,0.9943181818181818,5916.8,test
CR CAM,100,19,81,52.16330433,62.49300075,52171.97793981482,60357.17256944445,68.22366442726039,0.98,8185.2,train
CT CAM,603,122,481,54.50431811,55.17085675,52172.00994212963,61021.76249858797,86.99994479686615,0.9933665008291874,8849.8,train
CU CIR,30,1,29,226.87532864,-60.77681524,59424.50893031829,60850.306759259256,97.83027158608904,1.0,1425.8,train
CV CIR,118,0,118,227.26380343,-61.88758552,59799.47857638889,60851.0565162037,296.63660110450803,1.0,1051.6,train
CW CEP,256,73,183,346.00926992,63.3968785,48603.23476761574,60617.79258101852,146.10089416113163,0.90625,12014.6,train
CW CIR,29,0,29,228.81739534,-58.17288167,60851.17780092593,60851.17780092593,120.93336886726192,1.0,0.0,train
CW CRU,3,3,0,193.46504,-60.38795,56454.53617476852,58586.505844907406,315.3374567145112,1.0,2132.0,test
CX DRA,3178,1566,1612,281.679533,52.98796,51343.023680555554,60983.78210648148,341.14213926893854,0.9933920704845814,9640.8,test
D LUP,160,15,145,233.971875,-44.9583888889,49461.89331900463,60929.08298032408,476.5681091982055,0.9125,11467.2,train
DE CAM,132,16,116,61.0901667,53.3290475,54873.79169560185,60710.91452546296,95.21144704181256,0.9924242424242424,5837.1,train
DEL CEN,123,7,116,182.0895825,-50.7224256,54563.920127314814,60740.28816087963,399.63924735045623,1.0,6176.4,train
DEL SCO,6965,2945,4020,240.08335535,-22.62170643,52048.05920138889,60930.05531076389,369.33230642080775,0.9720028715003589,8882.0,validation
DG CRU,89,0,89,180.88603012,-61.09829812,60079.54632523148,60819.2525,195.6732191014127,1.0,739.7,validation
DK CRU,121,3,118,183.50738283,-59.39689764,56442.55950231481,60775.39228587963,163.23028764207723,1.0,4332.8,validation
DO CRU,3,3,0,188.88530584,-64.22124368,56830.5303125,59763.08300705555,232.64523958122382,1.0,2932.6,train
DR CHA,146,1,145,160.46466531,-79.78328718,59942.466961805556,60738.3778125,373.381282093861,1.0,795.9,train
DZ TUC,1,1,0,12.6862,-73.2681,59496.21252893518,59496.21252893518,24.889975919114228,1.0,0.0,train
E CAR,262,2,260,136.40989586,-70.53849889,57837.45612268519,60791.45689236111,429.54622985159284,1.0,2954.0,train
EC 10475 2118,1,1,0,162.4992,-21.5689,58549.97788194445,58549.97788194445,390.03098364550397,1.0,0.0,train
EE CEP,19,19,0,332.3448208,55.7567178,55834.86423032407,61025.87969328704,30.210195459888805,1.0,5191.0,train
EM CEP,173,110,63,328.45043134,62.6144278,52091.993935185186,60918.89696803241,165.48496249611983,0.9884393063583815,8826.9,train
EM* AS 16,3,3,0,20.6356754,61.5495167,56916.97922453703,59775.989583333336,448.31851252472006,1.0,2859.0,test
EM* AS 2,2,2,0,3.24686681,66.32206455,56229.73370949074,59593.778020833335,515.4211488684532,1.0,3364.0,train
EM* AS 28,2,2,0,23.8153704,61.3846128,56916.99392361111,59600.89971643518,434.49434599578194,1.0,2683.9,train
EM* AS 396,2,2,0,304.3757854,38.0990167,58333.05765625,59118.91162615741,261.57639341635945,1.0,785.9,test
EM* AS 518,4,4,0,359.3836442,72.8843583,57501.948454861114,59345.035208333335,467.2934449386403,1.0,1843.1,test
EM* AS 521,5,5,0,322.2841396,54.8596906,58316.00632523148,60568.931701194444,391.1843288315438,1.0,2252.9,test
EM* AS 53,2,2,0,31.535,63.37,58539.810266203705,60538.06331597222,585.2121302650934,1.0,1998.3,test
EM* CDS 1215,2,2,0,316.2171,47.9331,56933.92716435185,58703.007199074076,309.96527831809095,1.0,1769.1,train
EM* CDS 1295,3,3,0,331.051258,53.067047,58335.01452546296,59433.0022267419,193.50906704117523,1.0,1098.0,train
EM* CDS 1367,2,2,0,338.635745,58.3302439,58702.90965278935,59103.89954861111,247.71970048633708,1.0,401.0,train
EM* CDS 1464,3,3,0,350.7396,58.7489,58703.018333350694,59593.846979166665,219.52555270284495,1.0,890.8,train
EM* CDS 477,1,1,0,78.7602208,36.6986072,59295.86670717593,59295.86670717593,362.3452176001529,1.0,0.0,test
EM* CDS 78,2,2,0,11.0538,64.4622,59048.986863425926,59080.9746875,226.84220348028123,1.0,32.0,test
EM* GGA 110,1,1,0,27.0961096,61.2647197,59597.860109953705,59597.860109953705,318.0068127973624,1.0,0.0,test
EM* GGA 163,1,1,0,35.76787,57.12744,59310.89458912037,59310.89458912037,560.5213479741259,1.0,0.0,test
EM* GGA 166,1,1,0,35.86762,57.39047,59272.82572337963,59272.82572337963,715.9561277304884,1.0,0.0,train
EM* GGA 168,1,1,0,36.32421,57.54603,58719.98357638889,58719.98357638889,217.5031608044334,1.0,0.0,train
EM* MWC 1030,3,3,0,311.604142,44.929228,58314.987204861114,59019.10368634259,116.96416332366806,1.0,704.1,train
EM* MWC 465,2,2,0,58.4927121,46.8977144,55935.84491319444,57009.787760416664,2363.3254127095397,1.0,1073.9,validation
EM* MWC 470,1,1,0,64.5238,53.6189,56229.96239583333,56229.96239583333,211.3880707672159,1.0,0.0,train
EM* MWC 473,1,1,0,69.2283,53.8761,56229.993472222224,56229.993472222224,384.8588147689652,1.0,0.0,train
EM* MWC 485,1,1,0,78.6125,32.8006,56230.02654513889,56230.02654513889,186.26352150144055,1.0,0.0,train
EM* MWC 709,2,2,0,35.4964446,70.9313889,56983.879270833335,58738.89230324074,209.3832219720791,1.0,1755.0,validation
EM* MWC 711,1,1,0,35.70058,57.20022,59297.89802662037,59297.89802662037,584.4415382656458,1.0,0.0,test
EM* MWC 715,1,1,0,37.3170612,58.5937703,59289.91595486111,59289.91595486111,569.3477495980436,1.0,0.0,train
EM* STHA 50,1,1,0,84.64354,-2.47989,59995.93271990741,59995.93271990741,320.5085922679756,1.0,0.0,train
EM* VES 195,1,1,0,304.266221,42.102094,58332.93707175926,58332.93707175926,211.7702533650646,1.0,0.0,train
EM* VES 704,1,1,0,21.0043421,58.8433622,56917.181209490744,56917.181209490744,20.092009962242923,1.0,0.0,test
EM*AS 3,1,1,0,8.9263546,68.7072969,58712.920827546295,58712.920827546295,435.13965424763694,1.0,0.0,validation
EM*AS 341,2,2,0,287.48108,-2.79369,59139.81545138889,59506.82595486111,29.967402736090303,1.0,367.0,train
EM*AS 368,2,2,0,298.1946587,28.7813431,58663.901550925926,59127.83293402778,601.0468586247589,1.0,463.9,train
EM*AS 4,1,1,0,11.1757742,63.9077822,58537.84850115741,58537.84850115741,439.0892332860717,1.0,0.0,train
EM*CDS 1054,1,1,0,288.7079,17.5975,58662.946568287036,58662.946568287036,694.6444969994487,1.0,0.0,train
EM*GGA 148,1,1,0,34.348625,59.0239483,59166.87520833333,59166.87520833333,456.5495512469394,1.0,0.0,validation
EM*GGA 50,1,1,0,22.95054,60.55914,58725.98674768519,58725.98674768519,731.483265404065,1.0,0.0,train
EM*MWC 1063,3,3,0,337.2839258,51.2250106,58702.95861689815,58743.02327546296,385.1938726373592,1.0,40.1,train
EM*MWC 433,1,1,0,29.6629433,60.6286439,58529.90552662037,58529.90552662037,216.89020907543372,1.0,0.0,train
EM*MWC 448,1,1,0,35.85417,57.31761,59209.80045717592,59209.80045717592,707.5205820493867,1.0,0.0,train
EM*MWC 466,2,2,0,61.042,52.315,55935.87299189815,59201.889010416664,309.5753635320417,1.0,3266.0,test
EM*MWC 659,2,2,0,341.9390333,57.2807728,58336.02274305555,59807.024926805556,321.9694947773065,1.0,1471.0,validation
EM*MWC 674,1,1,0,10.6104442,64.0500469,58719.98023148148,58719.98023148148,1298.2934167496626,1.0,0.0,train
EM*MWC 677,1,1,0,12.3542,63.8681,58713.00240162037,58713.00240162037,365.12395646307965,1.0,0.0,train
EM*MWC 678,3,3,0,12.4508321,60.9861236,57070.78226273148,59514.82231658333,984.7368378911215,1.0,2444.0,train
EM*MWC 800,1,1,0,94.721,21.318,58572.83509259259,58572.83509259259,549.9310435858289,1.0,0.0,train
EM*MWC300,1,1,0,277.35705216667,-6.0770251111111,58313.91046875,58313.91046875,320.3071989834486,1.0,0.0,train
EM*MWC685,1,1,0,17.9799604,59.3015697,58725.11539351852,58725.11539351852,667.1310434841854,1.0,0.0,train
EM*STHA 143,6,6,0,258.60575,31.5835,56404.924467592595,60376.087592592594,307.2641739988551,1.0,3971.2,train
EM*STHA 166,2,2,0,293.69504,42.43561,58731.85722222222,59095.89828703704,304.4370204447421,1.0,364.0,train
EM*STHA 198,33,3,30,335.2978579,77.0688872,57496.929398148146,59170.74414930555,76.24525328630915,1.0,1673.8,train
EM*STHA160,1,1,0,287.7350696,-16.8370536,59435.25636574074,59435.25636574074,279.3476501424927,1.0,0.0,validation
EM*STHA22,1,1,0,55.17683,12.94814,59519.94981481481,59519.94981481481,585.9569776093642,1.0,0.0,train
EPS APS,175,1,174,215.59651946,-80.10894591,57889.46130787037,60921.11427662037,422.5316714226918,1.0,3031.7,validation
EPS CAP,311,38,273,324.2701296,-19.4660117,52083.09641203703,60914.27771412037,411.73400252405406,0.9903536977491961,8831.2,train
EPS CAS,604,116,488,28.59885697,63.67010079,52121.16793981481,61023.90480324074,304.6174565511451,0.7748344370860927,8902.7,train
EPS PSA,214,22,192,340.163917,-27.043617,52090.131203703706,60915.34677662037,424.627846537697,0.9906542056074766,8825.2,validation
EPS TUC,154,9,145,359.9790779,-65.5771319,55450.103547453706,60914.42457175926,416.2014266931259,1.0,5464.3,train
ETA CEN,182,37,145,218.876766,-42.157824,48344.821294560184,60745.381063078705,464.49867460992175,0.8296703296703297,12400.6,test
ETA ORI,864,117,747,81.11923634,-2.39714754,49672.50332671296,60988.04020833333,411.20267683573593,0.9942129629629629,11315.5,train
ETA PSA,170,13,157,330.20927239,-28.45373998,52426.115208333336,60914.314479166664,324.86194527443297,0.9941176470588236,8488.2,train
EW LAC,657,225,432,344.26875907,48.6840694,49236.36833100695,60992.7440625,263.51181598217755,0.9756468797564688,11756.4,test
F CAR,236,4,232,131.67728868,-56.76977561,57823.48900462963,60972.34586226852,450.03377138760203,1.0,3148.9,train
FF CAM,3385,100,3285,116.7202279,81.6824381,54935.87065972222,60733.26174591435,74.53485685860808,0.9979320531757755,5797.4,train
FR CMA,215,21,194,95.35297972,-11.77323964,49349.106548599535,60929.37260416667,243.9775984216174,0.986046511627907,11580.3,train
FS CMA,1151,54,1097,97.07259139,-13.05309308,48230.2564095081,60961.25899074074,114.4487289834215,0.998262380538662,12731.0,train
FU CMA,173,7,166,105.08067979,-22.11906116,54875.91330439815,60966.26153935185,301.24637982996336,1.0,6090.3,train
FV CMA,120,11,109,106.84411253,-23.84071975,54848.96024305555,60950.36803240741,459.9486298335996,1.0,6101.4,test
FW CMA,155,23,132,111.1674479,-16.2014728,54173.89200231482,60958.33362268518,437.4362896540577,0.9935483870967742,6784.4,train
FY CMA,2953,12,2941,111.74784261,-23.08602157,53333.083268229166,60958.370283564815,93.23385904981798,0.0924483576024382,7625.3,train
FY VEL,120,4,116,128.09742225,-49.60132449,56336.49710648148,60790.18353645833,285.0036188248606,1.0,4453.7,train
GAIA DR2 2059091434344434048,1,1,0,301.22567,35.85597,58744.843431712965,58744.843431712965,213.68479679641,1.0,0.0,validation
GAM ARA,189,44,145,261.34858046,-56.37772633,49051.25071626736,60916.196851851855,423.74762823770124,0.8148148148148148,11864.9,train
GAM CAS,12635,6038,6597,14.177216,60.71674,48312.84479166667,61022.70790774305,418.9163003091966,0.7758607043925604,12709.9,train
GAM CIR,147,2,145,230.84434558,-59.32078142,56867.558171296296,60928.079780092594,354.97786979069025,1.0,4060.5,train
GP VIR,295,57,238,203.93052013,-6.15612412,49514.24762016782,60835.12452546296,77.11985946396594,0.9932203389830508,11320.9,train
GSC 02284 00889,50,0,50,11.64352,34.8287925,57645.1099317419,57648.03586458912,18.590380115260864,1.0,2.9,validation
GSC02342 00359,1,1,0,52.293,31.36653,59522.96659722222,59522.96659722222,76.76288539223586,1.0,0.0,validation
GSC03588 00834,1,1,0,315.89879,45.75153,59082.98513310185,59082.98513310185,381.8709607348294,1.0,0.0,train
GW VEL,2,2,0,132.64935,-45.549103,56356.50354745371,56755.49550925926,290.4203943244186,1.0,399.0,test
HBHA 3703 11,77,1,76,305.76506583333,39.497203055556,58316.96732638889,58739.981782407405,23.649166977072266,1.0,423.0,train
HBHA 3703 48,1,0,1,300.608,36.447,58609.030590277776,58609.030590277776,1.9776073770338178,1.0,0.0,train
HBHA 4203 02,42,2,40,308.18955416667,40.660208333333,58316.90725694445,60549.87396990741,2.6269763130829915,1.0,2233.0,train
HBHA 703 05,2,2,0,288.112233,6.628947,57574.918466435185,59772.08145233333,85.35729058296991,1.0,2197.2,validation
HBHA6207 50,2,2,0,351.3,61.63,58744.15247685185,59807.07429211111,134.59323184106012,1.0,1062.9,train
HD054464,69,4,65,107.19997,-4.057456,53011.22231481424,60658.16998263889,102.9602417674056,0.4782608695652174,7646.9,train
HD055806,69,3,66,108.66023,2.901922,53011.243715277196,60686.40637152778,181.28168573992096,0.4782608695652174,7675.2,test
HD100199,58,0,58,172.77879639,-62.94692713,60703.12664351852,60792.322459490744,118.40979657446117,1.0,89.2,train
HD101142,1,1,0,174.521284,-45.1389174,59749.057836950866,59749.057836950866,537.6650346156857,1.0,0.0,test
HD101915,145,0,145,175.78214111,-72.44553915,60040.20272569444,60782.3713599537,266.017068785846,1.0,742.2,train
HD102154,1,1,0,176.2584042,-69.3668261,56093.55174189815,56093.55174189815,135.2339062556587,1.0,0.0,train
HD102423,1,1,0,176.7785296,-59.0562792,59419.994315027776,59419.994315027776,429.1381259416445,1.0,0.0,train
HD103287,1134,234,900,178.457698,53.69476,50071.202721993286,60818.939360868055,241.28188402051984,0.6455026455026455,10747.7,train
HD103574,88,1,87,178.84026708,-63.703552,57848.54846064815,60800.31287037037,181.06853560707964,1.0,2951.8,validation
HD103872,29,0,29,179.3956458,-61.5497642,60801.32173611111,60801.32173611111,82.47225158008536,1.0,0.0,train
HD104582,1,1,0,180.6483596,-59.3370417,59641.28545138889,59641.28545138889,242.12731861287583,1.0,0.0,test
HD105027,1,1,0,181.38705345,-69.91320458,56062.526666666665,56062.526666666665,194.93836569169787,1.0,0.0,train
HD106730,29,0,29,184.1532079,-64.5165072,60784.37662037037,60784.37662037037,64.17266652454708,1.0,0.0,validation
HD106793,1,1,0,184.2488583,-56.4067261,59641.31853009259,59641.31853009259,200.3305426243348,1.0,0.0,train
HD108051,1,1,0,186.2881013,-59.6628883,59763.036871083335,59763.036871083335,312.7290353954489,1.0,0.0,train
HD109857,175,1,174,189.81073153,-75.370594,48113.47945423032,60740.39109375,256.727329072242,0.9942857142857143,12626.9,train
HD110699,1,1,0,191.1543558,-59.1600817,59761.081602833336,59761.081602833336,225.45175514189725,1.0,0.0,test
HD110863,1,1,0,191.474831,-60.551516,47969.35887453125,47969.35887453125,5.715646657727512,0.0,0.0,train
HD112028,347,47,300,192.30662225,83.41289438,48655.41613224537,60772.958594247684,211.07595009576332,0.9769452449567724,12117.5,test
HD112147,1,1,0,193.78524882,-59.01872497,59394.13923597801,59394.13923597801,801.1295446394424,1.0,0.0,train
HD112512,29,0,29,194.50344365,-59.08433587,60790.36380787037,60790.36380787037,100.06720944761955,1.0,0.0,train
HD113573,29,0,29,196.3872763,-56.8517444,60792.382997685185,60792.382997685185,94.89128479735184,1.0,0.0,train
HD114200,31,2,29,197.7195658,-70.8086258,56828.48045138889,60793.376672453705,128.74674445242664,1.0,3964.9,test
HD114424,1,1,0,197.908,-62.868,56819.49795138889,56819.49795138889,351.60682129736807,1.0,0.0,test
HD114516,29,0,29,198.0932571,-63.8122236,60799.37248842593,60799.37248842593,97.10914196921676,1.0,0.0,train
HD115532,29,0,29,199.7163554,-59.2226614,60824.307233796295,60824.307233796295,71.62085265708275,1.0,0.0,train
HD11554,29,2,27,28.8024125,57.8976183,57400.747690972225,60642.8287037037,27.937777827993834,1.0,3242.1,train
HD116875,88,1,87,202.00623287,-61.06251022,57877.50865740741,60819.316666666666,223.30226918178892,1.0,2941.8,train
HD117172,2,2,0,202.6741125,-69.6145211,56092.577285879626,56842.4654224537,569.1237443731884,1.0,749.9,train
HD118094,88,1,87,204.08742181,-63.14569457,57878.455491898145,60825.30648148148,175.2128152160924,1.0,2946.9,test
HD118325,29,0,29,204.64823016,-69.29427031,60832.227743055555,60832.227743055555,116.61818748096883,1.0,0.0,train
HD119162,1,1,0,205.8,-60.93,59813.007469944445,59813.007469944445,56.30908349313556,1.0,0.0,train
HD119423,116,0,116,206.32663716,-66.75467118,60040.25039930556,60832.2881712963,170.1151923378397,1.0,792.0,train
HD119682,398,49,349,206.6357092,-62.9233689,57878.53335648148,60848.0910474537,122.1624867508957,1.0,2969.6,train
HD119940,1,1,0,207.03824,-62.4760914,59764.082076638886,59764.082076638886,277.3726597707467,1.0,0.0,train
HD119958,2,2,0,206.9979004,-57.6951061,59641.3628125,59746.106024305554,286.1204134499506,1.0,104.7,test
HD120330,90,1,89,207.6087208,-59.7480128,57883.52397569444,60829.1671412037,128.9514075444876,1.0,2945.6,train
HD120417,29,0,29,207.80958095,-63.89000341,60846.09709490741,60846.09709490741,97.86692696991017,1.0,0.0,train
HD120526,29,0,29,208.07222636,-66.40439033,60835.1928125,60835.1928125,74.9861426904411,1.0,0.0,train
HD120766,1,1,0,208.25,-58.3,59749.098894675924,59749.098894675924,536.0493273447443,1.0,0.0,train
HD121045,2,2,0,208.9852296,-69.6165661,56062.55546875,56841.49657407407,282.4561889920692,1.0,778.9,train
HD122282,29,0,29,210.78154,-63.8367906,60835.313888888886,60835.313888888886,60.44230629092015,1.0,0.0,train
HD122669,29,0,29,211.34180965,-62.50739386,60845.290972222225,60845.290972222225,65.70636685720936,1.0,0.0,test
HD123131,58,0,58,211.98607814,-61.50894619,60442.39416087963,60846.217957175926,158.00701267219546,1.0,403.8,train
HD123207,29,0,29,212.16687229,-64.19044151,60797.41236111111,60797.41236111111,59.63074713889883,1.0,0.0,train
HD123296,29,0,29,212.18760463,-59.7170672,60846.27838541667,60846.27838541667,88.51845986867589,1.0,0.0,train
HD124489,1,1,0,214.11360921,-64.78062851,59378.0135474537,59378.0135474537,662.3670462870768,1.0,0.0,validation
HD124639,145,0,145,216.09197667,-82.84824963,60017.34822337963,60920.13162037037,176.8848047863145,1.0,902.8,train
HD124834,145,0,145,214.98905041,-73.96844059,60026.324658564816,60934.08093171296,258.65450981871663,1.0,907.8,train
HD125015,88,1,87,214.71239835,-58.68643492,57894.51878472222,60847.22691550926,283.4683602647227,1.0,2952.7,train
HD125106,1,1,0,214.8109779,-58.4429464,58244.52642361111,58244.52642361111,311.80371908818825,1.0,0.0,train
HD125159,1,1,0,215.1267625,-66.1203322,59767.13133691667,59767.13133691667,216.4079878209296,1.0,0.0,validation
HD126508,58,0,58,217.39020684,-70.2384395,60824.367760416666,60935.08123263889,68.58583002700729,1.0,110.7,train
HD126527,1,1,0,216.9852858,-55.4696864,57564.48034722222,57564.48034722222,499.4009633433918,1.0,0.0,train
HD126693,2,2,0,217.4359421,-64.1599244,59378.06410300926,59767.08479955555,345.71416287922546,1.0,389.0,validation
HD127617,435,78,357,217.99815474,18.76687227,52048.968680555554,60850.125231481485,69.59213208552052,0.993103448275862,8801.2,train
HD127756,88,1,87,218.8887546,-61.0082781,57878.56857638889,60849.177008101855,174.5774065066139,1.0,2970.6,train
HD128477,2,2,0,219.8968825,-61.9854578,59383.98509837963,59763.129218305556,302.7246572015601,1.0,379.1,test
HD12856,142,45,97,31.9725804,57.1056836,55064.11904513889,60232.44258101852,68.77564349277787,1.0,5168.3,train
HD129772,29,0,29,221.6533308,-56.4189206,60849.23815972222,60849.23815972222,67.23920024538934,1.0,0.0,train
HD129842,29,0,29,222.00307193,-65.73958659,60832.34856481481,60832.34856481481,87.31312243251995,1.0,0.0,train
HD130437,1,1,0,222.7094,-60.286201,50243.33984730903,50243.33984730903,1.3169612316318782,0.0,0.0,train
HD13051,92,12,80,32.35706557,56.9917059,55083.1003587963,60994.948518495374,83.73231813443996,0.9782608695652174,5911.8,train
HD130534,29,0,29,222.67266543,-52.26464292,60850.06465277778,60850.06465277778,88.4378518551049,1.0,0.0,test
HD130574,1,1,0,222.8304,-57.4619,59749.14501736111,59749.14501736111,393.93555170979494,1.0,0.0,train
HD130648,2,2,0,223.0878333,-63.7905889,59384.0356712963,59420.141156666665,520.386943605105,1.0,36.1,train
HD131168,119,0,119,223.34215411,-45.85575376,59760.45524884259,60850.24623842593,261.15178978666665,1.0,1089.8,validation
HD131891,59,1,58,225.28175409,-72.71908041,56445.540810185186,60940.08443287037,110.28736243603153,1.0,4494.5,train
HD13429,32,2,30,33.2521162,55.1109972,57400.79632523148,59128.11366319445,152.42403432098354,1.0,1727.3,validation
HD134401,58,0,58,228.3006575,-65.9691742,60846.33912037037,60941.08439236111,70.66916193653105,1.0,94.7,validation
HD134484,29,0,29,228.08129974,-53.65803284,60851.11728009259,60851.11728009259,147.3865563325807,1.0,0.0,train
HD135160,117,1,116,229.15288436,-60.90399396,57894.57491319445,60924.121487268516,492.31989947366253,1.0,3029.5,train
HD135344,118,0,118,228.953962,-37.148919,59800.50219328704,60853.153049768516,121.38125577036564,1.0,1052.7,train
HD135354,1,1,0,229.2878258,-57.0289039,59763.17536161111,59763.17536161111,352.7878733641769,1.0,0.0,train
HD135570,58,0,58,229.9417709,-67.19078666,60845.35178240741,60942.08436342593,81.85209912885452,1.0,96.7,validation
HD13561,91,10,81,33.5504742,56.5000653,55101.09492476852,59939.25609375,79.8784739149871,1.0,4838.2,train
HD13590,211,45,166,33.80404098,64.02445046,52144.08693287037,60947.06778935185,123.74278741214427,0.985781990521327,8803.0,train
HD136250,1,1,0,230.5063067,-55.2384369,60023.39203125,60023.39203125,334.028457175404,1.0,0.0,train
HD13669,199,17,182,33.76086464,55.79321909,52285.77841435185,60563.03926494445,68.5243998197312,0.9899497487437185,8277.3,validation
HD136860,29,0,29,231.62417983,-64.21274161,60853.21338541667,60853.21338541667,100.80514304047104,1.0,0.0,train
HD136968,29,0,29,231.4801917,-53.7710211,60851.24222222222,60851.24222222222,75.33293018683712,1.0,0.0,train
HD137380,2,2,0,232.1959733,-60.7079958,56522.44314236111,56825.55829861111,445.81135497232293,1.0,303.1,train
HD137836,29,0,29,232.6000775,-51.1100075,60854.13494212963,60854.13494212963,92.67288057481042,1.0,0.0,train
HD138477,29,0,29,233.7702163,-56.9839728,60854.19530092592,60854.19530092592,102.95931357418569,1.0,0.0,train
HD138539,29,0,29,234.1772258,-66.5475236,60853.33405671296,60853.33405671296,68.26697922470836,1.0,0.0,train
HD13867,555,16,539,34.1499813,49.819875,52162.96393518519,60628.159450231484,37.53854334187998,0.9963963963963964,8465.2,validation
HD13890,124,50,74,34.2842637,56.7697461,55064.14586226852,60277.14536458333,227.49021949253563,0.9838709677419355,5213.0,train
HD13900,31,1,30,34.3148637,56.8980122,58380.98487847222,59128.15033564815,177.7322694356169,1.0,747.2,train
HD139431,120,1,119,234.940188,-42.767419,59444.08277556759,60854.25564814815,225.35015618746326,1.0,1410.2,train
HD139491,29,0,29,235.34719217,-58.77508097,60855.19498263889,60855.19498263889,97.80013425809253,1.0,0.0,train
HD139614,30,1,29,235.1932567,-42.4982078,59444.099587954166,60855.134201388886,120.5206824029515,1.0,1411.0,train
HD139790,29,0,29,235.5825354,-49.9980525,60855.25585069445,60855.25585069445,96.26659240804825,1.0,0.0,validation
HD140114,2,2,0,236.5535533,-67.4436875,56132.51795138889,56522.45819444444,313.2440805290836,1.0,389.9,train
HD140843,30,1,29,237.1610863,-57.1039547,56446.52284722222,60855.316487268516,88.31426711542501,1.0,4408.8,train
HD140883,2,2,0,237.1732829,-54.8630931,59394.18100694445,59737.98471643519,394.706740163183,1.0,343.8,validation
HD140926,118,2,116,237.19943366,-54.39565849,59403.98661069445,60856.133651620374,175.4590590261063,1.0,1452.1,validation
HD140946,1,1,0,237.3883429,-60.1509039,59420.26953663889,59420.26953663889,325.833873243,1.0,0.0,test
